Year,Champ,Game,Win,Home,MP,FG,FGA,FGP,TP,TPA,TPP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G1HomeWin,Oppo,OppoPTS,Diff,HomeWin,HomeChamp,History,HomePTS,GuestPTS,TotalPTS,HomeGuestDiff,SeriesLastGame
2022,Warriors,5,1,1,240,41,88,0.466,9,40,0.225,13,15,0.867,4,35,39,23,9,2,6,28,104,FALSE,Celtics,94,10,TRUE,TRUE,lwlww,104,94,198,10,FALSE
2022,Warriors,6,1,0,240,38,92,0.413,19,46,0.413,8,8,1,15,29,44,27,13,7,15,20,103,FALSE,Celtics,90,13,FALSE,TRUE,lwlwww,90,103,193,-13,TRUE
2023,Nuggets,1,1,1,240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,TRUE,Heat,93,11,TRUE,TRUE,w,104,93,197,11,FALSE
2023,Nuggets,2,0,1,240,39,75,0.52,11,28,0.393,19,22,0.864,9,29,38,23,7,2,13,21,108,FALSE,Heat,111,-3,FALSE,TRUE,wl,108,111,219,-3,FALSE
2023,Nuggets,3,1,0,240,41,80,0.513,5,18,0.278,22,27,0.815,13,45,58,28,3,5,13,18,109,FALSE,Heat,94,15,FALSE,TRUE,wlw,94,109,203,-15,FALSE
2023,Nuggets,4,1,0,240,39,79,0.494,14,28,0.5,16,21,0.762,5,29,34,26,11,7,6,18,108,FALSE,Heat,95,13,FALSE,TRUE,wlww,95,108,203,-13,FALSE
2023,Nuggets,5,1,1,240,38,84,0.452,5,28,0.179,13,23,0.565,11,46,57,21,6,7,14,13,94,FALSE,Heat,89,5,TRUE,TRUE,wlwww,94,89,183,5,TRUE
2024,Celtics,1,1,1,240,39,82,0.476,16,42,0.381,13,19,0.684,10,37,47,23,6,9,14,16,107,TRUE,Mavericks,89,18,TRUE,TRUE,w,107,89,196,18,FALSE
2024,Celtics,2,1,1,240,38,84,0.452,10,39,0.256,19,20,0.95,10,31,41,29,10,5,11,15,105,TRUE,Mavericks,98,7,TRUE,TRUE,ww,105,98,203,7,FALSE
2024,Celtics,3,1,0,240,38,82,0.463,17,46,0.37,13,14,0.929,6,30,36,26,4,6,9,19,106,FALSE,Mavericks,99,7,FALSE,TRUE,www,99,106,205,-7,FALSE
2024,Celtics,4,0,0,240,29,80,0.363,14,41,0.341,12,13,0.923,4,27,31,18,2,5,14,19,84,TRUE,Mavericks,122,-38,TRUE,TRUE,wwwl,122,84,206,38,FALSE
2024,Celtics,5,1,1,240,38,89,0.427,13,39,0.333,17,20,0.85,15,36,51,25,9,2,9,15,106,TRUE,Mavericks,88,18,TRUE,TRUE,wwwlw,106,88,194,18,TRUE
